date,state,total doses,first dose,second dose
2021-01-12,Nevada,40081,31320,8761
2021-01-13,Nevada,40081,31320,8761
2021-01-14,Nevada,74404,62370,12034
2021-01-15,Nevada,82987,67679,15308
2021-01-16,Nevada,87754,72107,15647
2021-01-17,Nevada,92521,76535,15986
2021-01-18,Nevada,97288,80963,16325
2021-01-19,Nevada,102056,85391,16665
2021-01-20,Nevada,106319,89110,17209
2021-01-21,Nevada,115133,95837,19296
2021-01-22,Nevada,125567,105222,20345
2021-01-23,Nevada,136132,115160,20972
2021-01-24,Nevada,151291,129223,22068
2021-01-25,Nevada,158949,136670,22279
2021-01-26,Nevada,163442,140934,22508
2021-01-27,Nevada,173316,149464,23852
2021-01-28,Nevada,193808,167481,26327
2021-01-29,Nevada,208968,179805,29163
2021-01-30,Nevada,222958,191175,31783
2021-01-31,Nevada,239815,205892,33923
2021-02-01,Nevada,247490,211931,35559
2021-02-02,Nevada,251910,214342,37568
2021-02-03,Nevada,278026,236799,41227
2021-02-04,Nevada,290116,244381,45735
2021-02-05,Nevada,302811,252886,49925
2021-02-06,Nevada,320516,264060,56456
2021-02-07,Nevada,332311,269657,62654
2021-02-08,Nevada,344846,278091,66755
2021-02-09,Nevada,349691,282040,67651
2021-02-10,Nevada,364458,291370,73088
2021-02-11,Nevada,377057,299502,77555
2021-02-12,Nevada,392096,308611,83485
2021-02-13,Nevada,408876,318400,90476
2021-02-14,Nevada,426160,327691,98469
2021-02-15,Nevada,435248,332061,103187
2021-02-16,Nevada,444337,336432,107905
2021-02-17,Nevada,450547,340695,109852
2021-02-18,Nevada,464455,346585,117870
2021-02-19,Nevada,519554,380921,138633
2021-02-20,Nevada,551290,393813,157477
2021-02-21,Nevada,565348,400079,165269
2021-02-22,Nevada,576206,401413,174793
2021-02-23,Nevada,587740,405839,181901
2021-02-24,Nevada,596075,409992,186083
2021-02-25,Nevada,611290,418700,192590
2021-02-26,Nevada,631205,427656,203549
2021-02-27,Nevada,653719,437485,216234
2021-02-28,Nevada,673409,447761,225648
2021-03-01,Nevada,696924,458492,238432
2021-03-02,Nevada,705059,462624,242435
2021-03-03,Nevada,715810,468499,247311
2021-03-04,Nevada,731836,478334,253502
2021-03-05,Nevada,754454,493295,261159
2021-03-06,Nevada,780615,508997,271618
2021-03-07,Nevada,809516,527092,282424
2021-03-08,Nevada,834355,539447,294908
2021-03-09,Nevada,843284,544881,298403
2021-03-10,Nevada,857264,553065,304199
2021-03-11,Nevada,885594,568912,316682
2021-03-12,Nevada,914261,585867,328394
2021-03-13,Nevada,943716,603756,339960
2021-03-14,Nevada,975521,622883,352638
2021-03-15,Nevada,1000402,640086,360316
2021-03-16,Nevada,1007661,644080,363581
2021-03-17,Nevada,1022559,651736,370823
2021-03-18,Nevada,1051135,672177,378958
2021-03-19,Nevada,1076459,689756,386703
2021-03-20,Nevada,1108441,710024,398417
2021-03-21,Nevada,1139431,728878,410553
2021-03-22,Nevada,1159645,742578,417067
2021-03-23,Nevada,1165277,746550,418727
2021-03-24,Nevada,1181164,757829,423335
2021-03-25,Nevada,1210616,776760,433856
2021-03-26,Nevada,1240614,794374,446240
2021-03-27,Nevada,1271907,812950,458957
2021-03-28,Nevada,1301239,828805,472434
2021-03-29,Nevada,1326581,842620,483961
2021-03-30,Nevada,1332734,845896,486838
2021-03-31,Nevada,1345961,853774,492187
2021-04-01,Nevada,1372250,870382,501868
2021-04-02,Nevada,1398363,883760,514603
2021-04-03,Nevada,1430897,899995,530902
2021-04-04,Nevada,1462428,913961,548467
2021-04-05,Nevada,1483727,924577,559150
2021-04-06,Nevada,1487999,927099,560900
2021-04-07,Nevada,1507024,937259,569765
2021-04-08,Nevada,1543204,957169,586035
2021-04-09,Nevada,1586179,982312,603867
2021-04-10,Nevada,1630620,1006304,624316
2021-04-11,Nevada,1672982,1028619,644363
2021-04-12,Nevada,1708255,1045774,662481
